ID,年齢,職業,婚姻,学歴,債務不履行,平均残高,住宅ローン,個人ローン,連絡手段,通話回数_販促中,経過日数,通話回数_販促前,前回販促結果,今回販促結果
361,22,student,single,secondary,no,216,no,no,cellular,1,187,1,success,no
362,84,retired,married,secondary,no,81204,no,no,telephone,1,94,3,success,no
363,24,student,single,secondary,no,689,no,no,cellular,1,999,0,unknown,no
364,38,technician,married,primary,no,217,yes,no,unknown,6,999,0,unknown,no
365,55,management,divorced,tertiary,no,9756,yes,no,cellular,2,95,1,nonexistent,no
366,31,management,single,tertiary,no,59,yes,yes,cellular,2,363,1,failure,no
367,42,blue-collar,married,primary,no,201,yes,no,cellular,1,85,2,failure,no
368,34,services,divorced,secondary,no,89,yes,no,cellular,4,999,0,unknown,no
369,26,admin.,single,tertiary,no,313,no,yes,cellular,1,96,2,success,no
370,29,student,single,secondary,no,1779,no,no,cellular,1,999,0,unknown,no
371,73,retired,married,unknown,no,519,no,no,telephone,1,57,1,failure,no
372,40,admin.,married,secondary,no,260,yes,no,cellular,1,181,5,success,no
373,32,blue-collar,single,primary,no,12198,yes,no,cellular,1,999,0,unknown,no
374,28,technician,single,tertiary,no,676,no,no,cellular,2,999,0,unknown,no
375,30,management,married,tertiary,no,1567,yes,no,cellular,4,999,0,unknown,no
376,29,management,single,tertiary,no,1170,no,no,cellular,1,999,0,unknown,no
377,32,technician,married,tertiary,no,4654,yes,yes,cellular,1,128,2,failure,no
378,33,blue-collar,single,secondary,no,329,no,no,cellular,1,145,2,nonexistent,no
379,34,technician,married,secondary,no,294,yes,no,cellular,3,999,0,unknown,no
380,59,management,married,tertiary,no,3342,no,no,cellular,2,188,6,nonexistent,no
381,71,retired,married,primary,no,2600,no,no,cellular,2,98,1,success,no
382,38,blue-collar,married,primary,no,4406,yes,no,telephone,2,999,0,unknown,no
383,33,management,single,tertiary,no,1304,yes,no,cellular,2,999,0,unknown,no
384,27,admin.,married,secondary,no,1293,yes,no,cellular,3,999,0,unknown,no
385,52,retired,married,unknown,no,293,no,no,unknown,1,999,0,unknown,no
386,50,blue-collar,married,primary,no,4979,no,no,telephone,1,999,0,unknown,no
387,80,retired,married,secondary,no,668,no,no,telephone,1,371,1,success,no
388,45,management,married,tertiary,no,212,no,no,cellular,2,999,0,unknown,no
389,47,services,married,secondary,no,405,no,yes,cellular,2,999,0,unknown,no
390,73,retired,divorced,tertiary,no,3203,no,no,cellular,1,999,0,unknown,no
391,62,management,married,tertiary,no,557,no,no,cellular,1,999,0,unknown,no
392,30,management,single,tertiary,no,398,no,no,cellular,2,999,0,unknown,no
393,52,technician,married,secondary,no,195,yes,no,cellular,1,63,5,failure,no
394,29,admin.,single,secondary,no,163,yes,yes,unknown,1,999,0,unknown,no
395,32,technician,single,secondary,,540,no,yes,cellular,1,999,0,unknown,no
396,36,services,married,secondary,no,52,yes,no,cellular,1,95,6,success,no
397,60,blue-collar,married,primary,no,5,no,no,cellular,1,92,1,success,no
398,37,admin.,married,tertiary,,3221,no,no,cellular,2,376,13,nonexistent,no
399,54,management,married,tertiary,no,1464,no,no,cellular,1,999,0,unknown,no
400,51,blue-collar,married,primary,no,3764,no,no,telephone,3,181,6,success,no
401,35,management,single,tertiary,no,1618,yes,yes,cellular,1,999,0,unknown,no
402,48,housemaid,married,secondary,no,0,no,no,cellular,5,999,0,unknown,no
403,40,services,married,secondary,no,446,yes,no,unknown,1,999,0,unknown,no
404,42,entrepreneur,married,unknown,no,206,yes,no,cellular,2,999,0,unknown,no
405,36,blue-collar,married,primary,no,1925,yes,no,cellular,2,999,0,unknown,no
406,38,management,married,tertiary,no,536,yes,no,cellular,1,92,1,success,no
407,34,admin.,married,secondary,no,1406,yes,no,cellular,1,999,0,unknown,no
408,50,blue-collar,married,unknown,,2284,yes,no,telephone,17,999,0,unknown,no
409,36,self-employed,single,tertiary,,4844,no,no,unknown,3,999,0,unknown,no
410,29,technician,single,secondary,,382,no,no,cellular,4,999,0,unknown,no
411,48,unemployed,divorced,secondary,,201,no,no,cellular,1,91,1,success,no
412,33,technician,married,secondary,,303,yes,no,cellular,1,301,5,success,no
413,21,blue-collar,single,secondary,,2265,no,no,cellular,2,999,0,unknown,no
414,38,management,single,tertiary,,623,no,no,cellular,4,144,4,nonexistent,no
415,27,technician,single,tertiary,no,3706,yes,no,unknown,1,999,0,unknown,no
416,60,technician,divorced,secondary,no,367,no,no,cellular,2,999,0,unknown,no
417,26,unemployed,single,secondary,no,632,no,no,cellular,1,999,0,unknown,no
418,28,self-employed,single,tertiary,no,159,no,no,cellular,2,33,4,success,no
419,39,blue-collar,married,secondary,no,261,no,no,cellular,4,999,0,unknown,no
420,47,admin.,divorced,secondary,no,295,yes,no,unknown,2,999,0,unknown,no
421,46,admin.,married,secondary,no,974,no,no,cellular,2,80,1,success,no
422,26,services,single,secondary,no,1445,no,no,telephone,1,999,0,unknown,no
423,38,admin.,married,tertiary,no,1988,no,no,cellular,2,130,2,failure,no
424,24,student,single,secondary,no,23878,no,no,cellular,1,999,0,unknown,no
425,42,management,married,tertiary,no,4,yes,no,cellular,2,295,1,success,no
426,45,management,single,tertiary,no,483,no,no,cellular,2,265,11,nonexistent,no
427,41,blue-collar,married,primary,no,201,yes,no,cellular,1,999,0,unknown,no
428,56,blue-collar,married,primary,no,827,yes,no,telephone,4,999,0,unknown,no
429,33,entrepreneur,single,secondary,no,278,no,no,cellular,5,999,0,unknown,no
430,35,entrepreneur,married,secondary,no,2436,no,yes,cellular,3,999,0,unknown,no
431,36,management,married,tertiary,no,495,no,no,cellular,3,182,6,success,no
432,20,student,single,unknown,no,829,no,no,cellular,3,202,2,success,no
433,45,admin.,divorced,secondary,no,59,yes,no,cellular,8,999,0,unknown,no
434,49,management,married,tertiary,no,85,yes,no,cellular,5,359,1,nonexistent,no
435,60,management,married,tertiary,no,5990,yes,no,cellular,3,999,0,unknown,no
436,40,management,single,tertiary,no,1361,no,no,cellular,1,999,0,unknown,no
437,61,retired,divorced,primary,no,3624,no,no,cellular,1,999,0,unknown,no
438,43,management,married,tertiary,no,839,no,no,cellular,1,999,0,unknown,no
439,37,services,married,secondary,no,775,no,no,cellular,2,999,0,unknown,no
440,49,entrepreneur,married,primary,no,6188,no,no,cellular,1,999,0,unknown,no
441,30,services,single,secondary,,1599,no,no,cellular,2,999,0,unknown,no
442,49,services,married,primary,,1830,yes,no,cellular,1,999,0,unknown,no
443,59,retired,divorced,secondary,,1026,no,no,unknown,1,999,0,unknown,no
444,28,self-employed,single,tertiary,,0,yes,no,unknown,2,999,0,unknown,no
445,58,admin.,married,secondary,,145,yes,no,telephone,13,999,0,unknown,no
446,34,self-employed,married,primary,,7468,yes,yes,cellular,1,999,0,unknown,no
447,49,admin.,married,secondary,,197,yes,no,cellular,1,182,2,failure,no
448,64,management,married,tertiary,no,3951,no,no,cellular,1,999,0,unknown,no
449,39,technician,divorced,secondary,no,291,yes,no,cellular,2,999,0,unknown,no
450,44,technician,married,tertiary,no,1933,no,no,cellular,1,999,0,unknown,no
451,56,admin.,married,secondary,no,1694,no,no,cellular,10,999,0,unknown,no
452,40,services,married,secondary,no,473,yes,no,cellular,3,999,0,unknown,no
453,51,unemployed,married,secondary,no,1416,no,no,cellular,1,999,0,unknown,no
454,58,services,married,primary,no,2946,yes,no,cellular,1,999,0,unknown,no
455,66,admin.,married,secondary,no,4041,no,no,cellular,2,999,0,unknown,no
456,40,unemployed,single,tertiary,no,7968,no,no,cellular,1,93,1,success,no
457,59,admin.,married,secondary,no,3735,no,no,cellular,4,121,2,failure,no
458,62,management,married,tertiary,no,0,no,no,cellular,1,999,0,unknown,no
459,31,management,single,tertiary,no,515,no,no,cellular,5,999,0,unknown,no
460,36,technician,married,primary,no,0,no,no,unknown,1,999,0,unknown,no
461,25,student,single,secondary,no,3713,no,no,cellular,2,353,3,nonexistent,no
462,43,services,married,primary,no,2557,yes,no,telephone,2,327,3,failure,no
463,31,unemployed,married,tertiary,no,330,no,no,cellular,1,194,2,success,no
464,44,technician,single,tertiary,no,643,no,no,cellular,1,143,3,failure,no
465,33,technician,single,secondary,no,719,yes,no,cellular,2,316,6,failure,no
466,30,management,married,tertiary,no,8089,yes,no,cellular,2,294,2,failure,no
467,30,services,married,secondary,no,0,yes,no,cellular,4,999,0,unknown,no
468,20,student,single,secondary,no,1819,no,no,cellular,3,999,0,unknown,no
469,36,technician,single,secondary,yes,12,no,no,cellular,2,999,0,unknown,no
470,28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,92,14,success,no
471,72,retired,married,tertiary,no,0,no,no,cellular,1,999,0,unknown,no
472,32,services,single,secondary,no,486,no,no,cellular,1,999,0,unknown,no
473,22,student,single,unknown,no,1232,no,no,cellular,1,430,2,nonexistent,no
474,55,technician,divorced,tertiary,no,0,no,no,cellular,2,91,1,success,no
475,23,student,single,secondary,no,0,no,no,cellular,1,83,6,success,no
476,35,management,married,tertiary,no,495,no,no,cellular,1,87,1,failure,no
477,43,technician,married,tertiary,no,2643,no,no,telephone,5,999,0,unknown,no
478,35,blue-collar,married,secondary,no,860,yes,no,unknown,4,999,0,unknown,no
479,38,management,married,tertiary,no,119,yes,no,unknown,4,999,0,unknown,no
480,43,management,married,tertiary,no,3518,no,no,cellular,2,196,2,success,no
481,31,management,divorced,tertiary,no,254,no,no,cellular,8,999,0,unknown,no
482,30,admin.,single,tertiary,no,0,yes,no,cellular,2,999,0,unknown,no
483,71,retired,married,primary,no,3230,no,no,cellular,2,133,3,failure,no
484,40,services,divorced,secondary,no,687,yes,no,cellular,1,208,1,success,no
485,24,student,single,secondary,no,3176,no,no,cellular,2,999,0,unknown,no
486,41,blue-collar,divorced,secondary,no,3622,no,no,unknown,4,999,0,unknown,no
487,74,retired,married,tertiary,no,1843,no,no,cellular,2,184,3,success,no
488,35,management,single,tertiary,no,681,no,no,cellular,1,561,2,success,no
489,52,management,married,tertiary,no,193,no,no,cellular,1,269,1,failure,no
490,26,management,single,tertiary,no,1646,no,no,cellular,4,206,5,success,no
491,56,services,single,secondary,no,-40,yes,no,cellular,1,368,2,failure,no
492,26,technician,married,secondary,no,-119,no,yes,cellular,5,999,0,unknown,no
493,44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,1,91,5,success,no
494,32,management,single,tertiary,no,1882,no,no,cellular,5,999,0,unknown,no
495,32,technician,single,secondary,no,0,no,no,cellular,4,999,0,unknown,no
496,23,student,single,tertiary,no,113,no,no,cellular,1,999,0,unknown,no
497,25,management,single,tertiary,no,943,no,no,cellular,1,999,0,unknown,no
498,25,blue-collar,single,primary,no,292,yes,yes,cellular,2,999,0,unknown,no
499,27,management,single,tertiary,no,-69,yes,no,cellular,3,999,0,unknown,no
500,31,management,married,tertiary,no,1331,no,no,cellular,2,90,1,success,no
501,44,management,divorced,tertiary,no,5773,no,no,unknown,6,999,0,unknown,no
502,29,self-employed,single,tertiary,no,3290,no,no,cellular,1,291,2,success,no
503,49,blue-collar,married,primary,no,128,no,no,cellular,2,999,0,unknown,no
504,31,admin.,single,tertiary,no,676,yes,no,cellular,2,343,2,nonexistent,no
505,51,housemaid,married,unknown,no,2337,yes,no,cellular,2,266,3,nonexistent,no
506,28,services,single,secondary,no,168,no,no,cellular,3,140,2,success,no
507,73,retired,married,secondary,no,2850,no,no,cellular,1,40,8,failure,no
508,59,technician,married,secondary,no,259,no,no,cellular,1,89,1,success,no
509,83,retired,single,primary,no,1965,no,no,telephone,3,999,0,unknown,no
510,77,retired,married,secondary,no,4112,no,no,telephone,1,95,2,success,no
511,30,services,single,tertiary,no,-477,no,yes,cellular,2,999,0,unknown,no
512,32,technician,married,secondary,no,791,yes,no,unknown,2,999,0,unknown,no
513,50,technician,divorced,secondary,no,396,no,no,unknown,2,999,0,unknown,no
514,33,management,single,tertiary,no,1781,no,no,cellular,2,183,1,success,no
515,43,blue-collar,single,primary,no,0,no,no,cellular,1,999,0,unknown,no
516,61,management,married,tertiary,no,477,yes,no,cellular,1,520,1,nonexistent,no
517,42,technician,single,secondary,yes,-1129,yes,no,unknown,5,999,0,unknown,no
518,34,technician,married,tertiary,no,149,no,no,cellular,2,999,0,unknown,no
519,60,blue-collar,married,primary,no,5,no,no,cellular,1,95,2,success,no
520,47,blue-collar,married,secondary,no,1230,yes,no,cellular,1,169,1,success,no
521,84,retired,divorced,primary,no,639,no,no,telephone,3,999,0,unknown,no
522,57,management,married,tertiary,no,1227,no,no,cellular,1,999,0,unknown,no
523,29,technician,single,secondary,no,674,no,no,cellular,1,13,5,success,no
524,55,technician,married,secondary,no,1938,no,yes,cellular,1,386,3,success,no
525,52,retired,divorced,primary,no,-779,yes,yes,cellular,1,999,0,unknown,no
526,57,management,married,tertiary,no,256,no,no,cellular,1,999,0,unknown,no
527,34,admin.,divorced,secondary,no,479,yes,no,cellular,1,350,5,failure,no
528,30,management,single,tertiary,no,8535,no,no,cellular,2,999,0,unknown,no
529,49,housemaid,married,primary,no,889,no,no,telephone,1,999,0,unknown,no
530,48,blue-collar,divorced,primary,no,183,no,no,unknown,1,999,0,unknown,no
531,83,retired,divorced,primary,no,1097,no,no,telephone,1,999,0,unknown,no
532,50,services,married,secondary,no,1501,no,no,cellular,4,999,0,unknown,no
533,49,blue-collar,married,secondary,no,1946,no,no,cellular,1,999,0,unknown,no
534,29,admin.,single,secondary,no,464,no,no,cellular,2,518,1,failure,no
535,41,services,married,tertiary,no,881,no,no,cellular,3,999,0,unknown,no
536,30,management,married,tertiary,no,131,yes,no,cellular,6,999,0,unknown,no
537,37,technician,married,tertiary,no,247,no,no,cellular,6,999,0,unknown,no
538,22,blue-collar,single,secondary,no,-51,yes,no,cellular,1,999,0,unknown,no
539,49,blue-collar,married,primary,no,-157,yes,no,cellular,3,999,0,unknown,no
540,34,technician,single,secondary,no,2729,yes,no,cellular,1,999,0,unknown,no
541,56,management,married,tertiary,no,616,no,no,cellular,1,999,0,unknown,no
542,39,management,married,secondary,no,11835,yes,no,cellular,2,999,0,unknown,no
543,33,management,single,tertiary,no,4176,no,no,cellular,3,999,0,unknown,no
544,46,management,married,unknown,no,2466,no,no,telephone,3,370,1,failure,no
545,51,blue-collar,married,primary,no,603,yes,no,cellular,2,999,0,unknown,no
546,53,blue-collar,married,primary,no,343,yes,no,cellular,5,999,0,unknown,no
547,45,blue-collar,married,secondary,no,640,yes,no,cellular,1,999,0,unknown,no
548,32,management,single,tertiary,no,1781,no,no,cellular,1,999,0,unknown,no
549,31,blue-collar,married,secondary,no,152,yes,yes,cellular,1,999,0,unknown,no
550,32,entrepreneur,married,secondary,no,-242,yes,no,cellular,3,999,0,unknown,no
551,54,management,divorced,secondary,no,300,yes,no,cellular,2,999,0,unknown,no
552,33,admin.,single,secondary,no,5,yes,no,cellular,2,368,2,failure,no
553,45,admin.,married,secondary,no,476,no,no,cellular,1,364,1,nonexistent,no
554,34,blue-collar,married,secondary,no,1207,yes,no,unknown,1,999,0,unknown,no
555,44,management,married,tertiary,no,4119,yes,yes,telephone,1,999,0,unknown,no
556,59,retired,single,secondary,no,351,yes,no,unknown,5,999,0,unknown,no
557,46,management,married,secondary,no,149,no,no,cellular,2,999,0,unknown,no
558,71,retired,married,tertiary,no,3561,no,no,telephone,7,999,0,unknown,no
559,46,admin.,divorced,secondary,no,2232,no,no,cellular,1,999,0,unknown,no
560,32,technician,single,secondary,no,483,no,no,cellular,3,999,0,unknown,no
561,64,retired,divorced,primary,no,315,no,no,cellular,1,999,0,unknown,no
562,32,technician,single,tertiary,no,-770,yes,no,cellular,1,999,0,unknown,no
563,19,student,single,unknown,no,779,no,no,cellular,4,999,0,unknown,no
564,54,admin.,divorced,secondary,no,200,no,no,cellular,1,999,0,unknown,no
565,51,housemaid,divorced,secondary,no,9228,no,no,cellular,4,999,0,unknown,no
566,41,self-employed,married,tertiary,no,0,yes,no,telephone,3,426,1,nonexistent,no
567,35,technician,married,secondary,no,4508,yes,no,cellular,1,999,0,unknown,no
568,79,retired,married,secondary,no,2661,no,no,cellular,5,999,0,unknown,no
569,30,admin.,single,secondary,no,1309,no,no,cellular,1,999,0,unknown,no
570,53,management,divorced,secondary,no,1004,no,yes,telephone,1,999,0,unknown,no
571,47,blue-collar,married,secondary,no,2787,no,no,cellular,1,999,0,unknown,no
572,56,unemployed,married,secondary,no,12,no,no,cellular,3,187,1,failure,no
573,30,self-employed,married,tertiary,no,1785,no,no,unknown,1,999,0,unknown,no
574,64,self-employed,married,tertiary,no,661,no,no,cellular,2,294,2,failure,no
575,37,management,married,tertiary,no,658,yes,no,cellular,1,999,0,unknown,no
576,29,technician,single,secondary,no,590,no,no,cellular,1,94,1,success,no
577,65,housemaid,married,primary,no,715,no,no,cellular,1,999,0,unknown,no
578,52,management,married,tertiary,no,388,no,no,cellular,1,999,0,unknown,no
579,46,management,single,tertiary,no,2904,yes,no,unknown,2,999,0,unknown,no
580,37,management,married,tertiary,no,0,no,no,cellular,2,196,1,nonexistent,no
581,87,retired,married,primary,no,230,no,no,cellular,1,999,0,unknown,no
582,26,student,single,tertiary,no,294,no,no,cellular,1,91,2,success,no
583,60,technician,married,secondary,no,10925,no,no,cellular,3,185,1,success,no
584,22,student,single,unknown,no,466,no,no,cellular,1,999,0,unknown,no
585,58,retired,married,primary,no,565,no,no,telephone,1,93,1,success,no
586,43,admin.,single,secondary,no,733,yes,no,cellular,1,187,3,success,no
