年齢,職業,婚姻,学歴,平均残高,住宅ローン,個人ローン
51,blue-collar,divorced,secondary,421,True,False
44,admin.,divorced,secondary,161,True,False
46,technician,married,secondary,289,False,False
29,student,single,secondary,110,True,False
39,blue-collar,married,primary,245,True,False
42,services,married,secondary,0,True,False
50,blue-collar,married,primary,156,True,False
42,technician,single,secondary,0,True,False
39,admin.,married,secondary,20,True,False
55,technician,single,tertiary,92,True,False
46,services,married,secondary,89,True,False
42,blue-collar,married,secondary,166,True,False
45,management,married,tertiary,103,True,False
43,blue-collar,married,primary,-454,True,False
42,admin.,married,secondary,445,True,False
30,admin.,married,secondary,4,False,False
47,blue-collar,married,secondary,1001,True,False
51,services,divorced,secondary,-69,True,False
38,technician,single,secondary,42,True,False
57,technician,married,,1617,True,False
42,management,divorced,tertiary,221,True,False
32,technician,divorced,secondary,210,True,True
46,management,married,tertiary,0,False,False
29,student,single,tertiary,185,True,False
59,retired,married,secondary,836,True,False
32,blue-collar,single,secondary,301,True,False
44,blue-collar,married,primary,503,True,False
40,retired,married,primary,407,True,False
31,blue-collar,single,secondary,53,True,False
46,self-employed,married,tertiary,2303,True,False
43,management,married,tertiary,144,True,False
34,services,married,secondary,205,True,False
39,management,married,tertiary,305,True,False
30,blue-collar,divorced,secondary,251,True,True
56,retired,married,secondary,0,True,False
29,technician,married,secondary,8,False,False
40,blue-collar,divorced,secondary,139,True,False
36,services,married,secondary,184,True,False
37,blue-collar,single,secondary,238,True,False
35,admin.,married,secondary,0,False,False
35,blue-collar,married,primary,0,True,False
47,services,married,primary,222,True,False
31,services,married,secondary,414,True,False
56,retired,single,primary,223,True,False
57,technician,married,secondary,197,False,False
36,blue-collar,married,secondary,-251,True,False
45,self-employed,divorced,secondary,-139,True,False
47,blue-collar,married,,733,True,False
29,technician,single,tertiary,0,True,False
57,services,married,secondary,1,False,False
45,blue-collar,married,primary,97,True,False
31,blue-collar,single,primary,435,True,False
31,management,divorced,tertiary,0,True,False
37,technician,single,tertiary,147,False,False
30,technician,single,tertiary,3,True,False
58,services,divorced,secondary,1109,True,True
33,services,married,secondary,404,True,False
39,blue-collar,married,primary,981,True,False
33,blue-collar,single,primary,95,True,False
34,services,married,secondary,302,True,False
36,services,divorced,secondary,-290,True,True
37,services,single,secondary,259,True,False
35,blue-collar,married,secondary,527,True,True
55,retired,married,secondary,102,True,False
34,management,single,tertiary,872,True,False
40,management,divorced,tertiary,490,True,False
42,blue-collar,single,primary,19,True,False
37,blue-collar,married,secondary,16,True,False
42,management,married,tertiary,386,True,False
35,technician,single,secondary,539,True,False
44,technician,divorced,secondary,-329,True,False
30,services,single,secondary,-174,True,False
45,entrepreneur,married,secondary,68,True,False
35,blue-collar,single,,-532,True,False
36,admin.,divorced,secondary,0,True,False
49,blue-collar,married,secondary,64,True,False
31,blue-collar,single,secondary,1415,True,False
31,technician,single,secondary,147,True,False
39,blue-collar,married,secondary,72,True,False
37,services,single,secondary,-196,True,False
33,blue-collar,married,primary,716,True,False
37,management,married,tertiary,0,True,False
42,services,married,secondary,-246,True,False
56,blue-collar,married,secondary,-203,True,False
37,admin.,single,secondary,245,True,True
36,services,single,secondary,342,True,False
29,technician,single,tertiary,3,True,False
54,management,married,tertiary,-248,True,True
38,blue-collar,married,secondary,376,True,False
43,blue-collar,divorced,secondary,370,True,False
47,admin.,single,secondary,594,True,False
47,blue-collar,married,secondary,387,True,False
38,services,married,secondary,208,True,False
40,blue-collar,married,secondary,563,True,False
33,services,divorced,secondary,392,True,True
33,retired,married,secondary,165,False,False
53,admin.,divorced,,236,True,False
37,services,married,primary,52,True,False
40,management,single,tertiary,1265,True,False
37,blue-collar,married,primary,693,True,False
35,technician,married,secondary,118,True,False
49,blue-collar,married,primary,3659,True,False
26,blue-collar,single,secondary,24,True,False
38,management,single,tertiary,673,True,False
52,self-employed,married,secondary,273,False,False
33,services,divorced,secondary,327,True,False
31,admin.,single,secondary,299,True,False
32,blue-collar,married,secondary,0,True,False
35,blue-collar,single,primary,109,True,False
55,management,divorced,tertiary,552,False,False
32,blue-collar,divorced,primary,473,True,False
37,,single,,414,True,False
45,blue-collar,married,secondary,154,True,False
31,technician,married,secondary,344,True,False
38,admin.,married,secondary,8,True,False
37,services,married,secondary,78,True,False
38,blue-collar,married,secondary,266,True,False
33,housemaid,married,tertiary,98,True,True
38,blue-collar,married,primary,83,True,False
37,management,single,tertiary,45,True,False
29,unemployed,married,tertiary,8,True,False
42,management,married,tertiary,263,True,False
40,blue-collar,married,secondary,306,True,False
32,management,married,tertiary,233,True,False
47,management,divorced,tertiary,447,False,True
29,student,single,secondary,872,True,False
53,services,divorced,primary,-291,True,True
31,services,married,tertiary,309,True,True
59,blue-collar,married,secondary,202,True,False
29,entrepreneur,married,primary,56,True,True
59,blue-collar,married,primary,229,True,True
44,blue-collar,married,primary,143,True,False
38,admin.,single,secondary,100,True,False
49,admin.,married,secondary,326,True,False
43,blue-collar,married,secondary,167,True,False
52,admin.,single,secondary,545,True,False
40,admin.,married,secondary,2100,True,True
32,services,married,secondary,0,True,True
47,admin.,married,primary,192,True,False
33,management,married,tertiary,442,True,False
35,management,married,tertiary,267,True,False
27,services,single,secondary,0,True,False
50,blue-collar,married,primary,377,True,False
44,retired,married,secondary,7624,False,False
43,self-employed,married,primary,66,True,False
51,blue-collar,married,,37,True,False
32,admin.,single,secondary,64,True,False
47,management,divorced,tertiary,34,True,False
34,admin.,divorced,secondary,627,True,False
57,self-employed,married,primary,1013,True,False
43,admin.,single,secondary,140,True,False
40,services,single,tertiary,8823,True,False
28,blue-collar,single,secondary,97,True,False
38,blue-collar,married,,5,True,False
37,unemployed,divorced,secondary,74,True,False
44,admin.,married,secondary,58544,True,False
41,technician,married,secondary,169,True,False
37,self-employed,married,tertiary,444,True,False
30,services,single,tertiary,542,True,False
32,blue-collar,married,secondary,-205,True,False
30,management,single,tertiary,112,True,False
35,services,married,secondary,39,False,False
55,blue-collar,married,secondary,1268,True,False
52,blue-collar,married,secondary,-98,True,False
33,admin.,married,secondary,44,True,True
55,retired,married,primary,-90,True,True
33,blue-collar,married,secondary,0,False,False
40,blue-collar,married,secondary,-94,True,True
39,blue-collar,married,secondary,-345,True,False
54,blue-collar,married,secondary,-932,True,False
39,blue-collar,married,primary,20,True,False
49,blue-collar,married,secondary,90,True,False
52,admin.,married,secondary,31,True,False
27,management,single,tertiary,134,True,True
26,services,married,secondary,0,True,False
40,blue-collar,married,secondary,61,True,False
47,blue-collar,married,secondary,-5,True,False
31,services,single,secondary,-45,False,False
53,blue-collar,single,secondary,156,True,True
31,services,married,secondary,564,True,False
33,admin.,married,secondary,-6,True,False
35,services,married,secondary,528,False,False
46,entrepreneur,married,,1481,True,False
31,management,married,secondary,2019,False,False
35,technician,single,secondary,1855,True,False
29,management,married,secondary,147,True,True
51,technician,married,secondary,220,True,False
33,blue-collar,married,primary,198,True,False
37,management,married,tertiary,115,False,False
43,admin.,single,,87,True,False
42,technician,married,tertiary,644,True,False
28,blue-collar,married,secondary,225,True,True
57,retired,married,secondary,502,True,False
38,services,married,secondary,-32,True,False
39,blue-collar,married,primary,106,True,False
36,technician,married,tertiary,301,True,False
57,retired,married,tertiary,906,True,False
44,management,married,,187,True,False
48,services,divorced,secondary,852,True,True
46,blue-collar,married,primary,143,True,False
43,admin.,married,secondary,71,False,False
49,services,married,secondary,1496,True,False
29,services,single,secondary,703,True,False
53,blue-collar,married,secondary,732,True,False
30,services,single,secondary,21,True,False
41,management,divorced,secondary,276,True,False
33,technician,married,secondary,0,True,False
47,blue-collar,married,primary,550,True,False
58,retired,married,secondary,268,True,False
31,unemployed,married,secondary,-825,True,False
38,admin.,single,secondary,137,True,True
60,retired,married,secondary,42,True,True
33,management,single,tertiary,54,False,False
33,unemployed,single,tertiary,1716,True,False
52,admin.,married,primary,270,True,False
42,blue-collar,married,primary,803,True,False
30,technician,single,secondary,102,True,False
33,entrepreneur,divorced,tertiary,188,True,False
46,admin.,divorced,secondary,207,True,False
51,blue-collar,married,primary,1466,True,False
40,unemployed,single,secondary,350,True,False
50,admin.,married,secondary,159,True,False
42,entrepreneur,married,tertiary,157,True,True
38,technician,married,secondary,0,False,False
36,admin.,single,primary,91,True,False
37,unemployed,divorced,primary,849,True,False
33,management,married,tertiary,436,True,False
38,blue-collar,single,secondary,-1,True,False
52,blue-collar,married,tertiary,297,True,False
29,blue-collar,married,secondary,313,True,True
37,blue-collar,married,primary,310,True,False
34,admin.,married,secondary,475,True,False
43,blue-collar,married,primary,61,True,False
49,services,married,secondary,1377,True,False
33,technician,single,secondary,56,False,False
47,admin.,married,,0,True,False
50,technician,married,secondary,73,False,False
30,blue-collar,single,primary,660,True,False
44,services,married,primary,-79,True,False
44,blue-collar,divorced,secondary,558,True,False
30,services,single,secondary,342,True,False
