年齢,職業,婚姻,学歴,債務不履行,残高,住宅ローン,個人ローン,連絡手段,連絡回数_販促中,連絡後日数,連絡回数_販促前,前回販促結果,今回販促結果
25,blue-collar,married,secondary,no,-7,yes,no,unknown,1,-1,0,unknown,no
21,student,single,primary,no,8278,no,no,cellular,1,-1,0,unknown,yes
27,technician,married,secondary,no,7102,yes,no,unknown,9,-1,0,unknown,no
39,admin.,married,secondary,no,3732,yes,no,cellular,1,181,2,failure,no
50,unknown,married,primary,no,341,yes,yes,cellular,4,340,2,success,yes
33,technician,single,tertiary,no,109,yes,yes,telephone,4,176,3,other,no
28,technician,single,tertiary,no,415,no,no,unknown,1,-1,0,unknown,no
28,management,single,secondary,no,171,no,no,cellular,1,87,1,success,yes
35,management,married,tertiary,no,520,yes,no,cellular,3,17,5,failure,yes
20,student,married,unknown,no,292,no,no,cellular,1,-1,0,unknown,no
34,management,married,tertiary,no,303,yes,no,cellular,1,195,2,failure,no
27,blue-collar,single,secondary,no,228,yes,yes,unknown,5,-1,0,unknown,no
42,management,married,tertiary,no,372,yes,no,cellular,3,1,2,success,yes
29,management,single,tertiary,no,307,yes,no,cellular,1,-1,0,unknown,yes
43,management,divorced,tertiary,no,36,no,no,cellular,1,102,2,failure,no
24,admin.,single,tertiary,no,106,no,yes,cellular,1,-1,0,unknown,no
34,management,single,tertiary,no,2159,no,no,unknown,1,-1,0,unknown,yes
25,technician,single,secondary,no,4718,no,no,cellular,1,-1,0,unknown,yes
51,technician,married,secondary,no,117,no,no,cellular,2,88,4,other,yes
36,blue-collar,divorced,secondary,no,638,yes,no,unknown,2,-1,0,unknown,yes
25,student,single,tertiary,no,253,no,no,cellular,1,-1,0,unknown,yes
25,student,single,primary,no,373,yes,no,cellular,2,-1,0,unknown,yes
27,technician,single,tertiary,no,1075,no,no,cellular,1,-1,0,unknown,yes
34,technician,single,tertiary,no,2047,yes,no,cellular,2,113,5,failure,no
33,unemployed,divorced,secondary,no,1005,yes,no,telephone,1,174,2,failure,no
60,retired,married,secondary,no,2722,no,no,cellular,2,-1,0,unknown,yes
23,student,single,secondary,no,107,no,no,cellular,5,181,2,success,yes
78,retired,divorced,primary,no,4917,no,no,cellular,2,-1,0,unknown,no
53,admin.,married,secondary,no,109,no,no,telephone,1,120,1,success,no
34,services,single,tertiary,no,88,no,no,cellular,1,99,1,failure,no
47,housemaid,married,tertiary,no,228,yes,no,cellular,1,118,1,failure,no
60,services,married,tertiary,no,4256,yes,no,cellular,3,761,1,other,yes
42,blue-collar,married,primary,no,7735,yes,no,cellular,1,144,2,failure,no
44,management,single,tertiary,no,1090,no,no,cellular,4,93,6,success,yes
53,housemaid,married,primary,no,2581,no,no,cellular,1,189,1,failure,yes
41,self-employed,single,tertiary,no,10346,no,no,cellular,1,182,3,success,no
56,management,married,tertiary,no,616,no,no,cellular,1,-1,0,unknown,yes
34,admin.,single,secondary,no,63,yes,no,cellular,1,-1,0,unknown,yes
24,technician,single,secondary,no,-192,yes,no,unknown,1,-1,0,unknown,no
41,technician,divorced,secondary,no,4047,yes,no,cellular,5,75,1,success,no
32,management,divorced,tertiary,no,874,no,no,cellular,3,101,6,success,no
51,blue-collar,divorced,secondary,no,581,yes,no,cellular,7,173,2,other,no
29,technician,married,secondary,no,23,yes,no,cellular,1,55,2,failure,yes
44,technician,married,primary,no,755,no,yes,cellular,4,-1,0,unknown,yes
46,self-employed,married,tertiary,no,2421,no,no,cellular,1,100,4,failure,yes
27,management,single,secondary,no,843,no,no,cellular,1,-1,0,unknown,yes
29,technician,single,secondary,no,590,no,no,cellular,1,-1,0,unknown,yes
34,management,divorced,tertiary,no,2885,no,no,cellular,2,156,4,other,yes
52,services,divorced,secondary,no,2455,no,no,telephone,1,119,1,failure,no
55,admin.,married,secondary,no,1102,yes,no,cellular,1,189,2,failure,no
26,management,single,tertiary,no,170,no,no,cellular,1,-1,0,unknown,yes
35,services,single,tertiary,no,0,no,no,cellular,1,-1,0,unknown,yes
69,retired,divorced,secondary,no,4572,no,no,cellular,2,92,3,success,no
26,student,single,secondary,no,480,no,no,cellular,1,-1,0,unknown,no
27,student,single,secondary,no,538,no,no,cellular,4,197,2,success,yes
47,admin.,married,unknown,no,66,no,no,cellular,1,-1,0,unknown,yes
26,technician,single,secondary,no,831,no,yes,cellular,13,-1,0,unknown,no
57,management,married,tertiary,no,24498,no,no,cellular,5,-1,0,unknown,no
62,technician,married,secondary,no,135,yes,no,telephone,13,96,1,other,no
29,admin.,married,tertiary,no,238,no,no,cellular,1,78,3,success,no
44,admin.,divorced,secondary,no,163,yes,no,cellular,2,-1,0,unknown,yes
39,technician,married,secondary,no,10685,yes,no,cellular,9,-1,0,unknown,yes
37,services,divorced,secondary,no,319,yes,no,unknown,3,-1,0,unknown,yes
35,blue-collar,married,secondary,no,911,yes,no,cellular,2,181,5,other,no
28,blue-collar,married,secondary,no,0,yes,no,unknown,1,-1,0,unknown,no
24,admin.,single,secondary,no,770,yes,no,unknown,1,-1,0,unknown,no
54,services,divorced,secondary,no,1012,yes,no,cellular,3,175,2,other,no
44,blue-collar,married,secondary,no,701,no,yes,cellular,1,141,2,failure,no
28,technician,married,tertiary,no,2925,yes,no,cellular,4,-1,0,unknown,no
73,retired,married,secondary,no,2850,no,no,cellular,1,144,7,failure,no
81,retired,divorced,primary,no,0,no,no,telephone,1,-1,0,unknown,no
31,admin.,married,secondary,no,2,yes,yes,cellular,4,-1,0,unknown,yes
38,technician,married,secondary,no,525,yes,yes,telephone,7,178,1,other,no
35,management,divorced,tertiary,no,26,no,no,cellular,2,-1,0,unknown,yes
37,entrepreneur,married,tertiary,no,836,yes,no,cellular,1,177,2,failure,no
36,entrepreneur,married,secondary,no,0,yes,no,cellular,1,174,1,failure,no
59,entrepreneur,married,secondary,no,2429,no,yes,cellular,2,182,7,failure,no
71,retired,married,tertiary,no,2651,no,no,cellular,2,-1,0,unknown,no
37,management,single,tertiary,no,240,no,no,unknown,1,-1,0,unknown,yes
26,student,single,secondary,no,6036,no,no,cellular,1,-1,0,unknown,no
33,admin.,single,secondary,no,690,no,no,cellular,3,555,16,failure,no
34,management,single,tertiary,no,26575,no,no,cellular,1,-1,0,unknown,no
39,housemaid,married,secondary,no,4136,yes,no,cellular,2,170,3,failure,no
31,management,married,tertiary,no,0,yes,no,cellular,2,167,1,failure,no
27,technician,single,secondary,no,90,no,no,cellular,3,-1,0,unknown,no
48,unknown,single,unknown,no,1819,no,no,cellular,1,458,1,failure,yes
58,blue-collar,married,unknown,no,3585,no,no,cellular,1,167,1,success,no
68,retired,married,primary,no,2398,no,no,cellular,1,-1,0,unknown,no
49,management,married,tertiary,no,5887,no,no,cellular,3,293,2,failure,yes
42,technician,married,tertiary,no,921,no,no,cellular,3,-1,0,unknown,yes
32,blue-collar,single,secondary,no,811,yes,no,cellular,1,-1,0,unknown,yes
51,admin.,married,secondary,no,423,yes,yes,cellular,5,183,2,failure,no
49,self-employed,married,tertiary,no,147,no,yes,cellular,1,189,4,failure,no
34,unemployed,single,tertiary,no,1974,no,no,cellular,1,342,3,success,yes
24,self-employed,single,unknown,no,1179,no,no,cellular,1,105,1,failure,no
30,housemaid,single,tertiary,no,19,no,no,cellular,1,92,5,success,yes
25,management,married,unknown,no,448,no,no,cellular,1,297,1,success,yes
23,services,single,secondary,no,91,yes,no,unknown,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,2467,no,no,cellular,2,276,3,other,yes
55,unemployed,married,secondary,no,377,no,no,cellular,1,183,1,success,no
28,technician,single,secondary,no,799,yes,no,cellular,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,539,yes,no,unknown,2,-1,0,unknown,no
36,management,married,tertiary,no,535,no,no,cellular,2,-1,0,unknown,yes
56,admin.,divorced,secondary,no,1693,no,no,cellular,4,442,4,failure,yes
39,technician,married,tertiary,no,794,no,no,telephone,2,121,1,failure,no
53,technician,married,secondary,no,195,yes,no,cellular,1,90,6,success,yes
47,management,single,tertiary,no,4402,no,no,telephone,1,190,1,other,yes
56,entrepreneur,divorced,tertiary,no,22946,no,no,unknown,3,-1,0,unknown,no
46,management,married,tertiary,no,22452,yes,no,cellular,1,-1,0,unknown,no
27,services,single,secondary,no,1820,yes,no,cellular,1,-1,0,unknown,yes
38,admin.,single,tertiary,no,45789,no,no,telephone,31,-1,0,unknown,no
38,technician,single,secondary,no,325,no,no,cellular,6,196,2,other,no
67,retired,married,unknown,no,6320,no,no,telephone,2,-1,0,unknown,no
33,student,married,secondary,no,1536,no,no,cellular,1,92,3,success,yes
59,unemployed,married,secondary,no,0,no,no,cellular,1,216,1,failure,no
29,entrepreneur,married,secondary,no,714,yes,yes,cellular,2,-1,0,unknown,yes
37,services,married,secondary,no,4017,no,no,cellular,1,-1,0,unknown,yes
37,management,single,tertiary,no,600,yes,no,cellular,2,196,1,failure,no
33,management,single,tertiary,no,1781,no,no,cellular,2,183,1,success,yes
32,admin.,married,secondary,no,1604,no,yes,cellular,1,-1,0,unknown,yes
29,management,married,tertiary,no,51,yes,no,cellular,5,-1,0,unknown,yes
28,services,single,secondary,no,3028,yes,no,cellular,1,-1,0,unknown,no
39,technician,divorced,secondary,no,385,no,no,cellular,1,48,2,failure,yes
38,management,married,tertiary,no,165,yes,no,cellular,1,260,2,other,yes
32,technician,married,secondary,no,484,yes,no,cellular,6,187,3,success,yes
26,self-employed,single,tertiary,no,2857,no,no,cellular,1,-1,0,unknown,yes
34,technician,married,secondary,no,384,yes,no,cellular,2,831,1,other,no
56,admin.,married,secondary,no,1270,yes,no,cellular,2,165,2,other,no
68,retired,married,secondary,no,19317,yes,no,cellular,1,-1,0,unknown,yes
57,retired,divorced,tertiary,no,734,no,no,cellular,4,-1,0,unknown,yes
58,blue-collar,divorced,secondary,no,644,no,yes,cellular,4,109,4,failure,no
31,technician,married,tertiary,no,1570,yes,no,cellular,4,286,1,failure,yes
37,entrepreneur,divorced,secondary,no,175,yes,yes,unknown,6,-1,0,unknown,yes
28,admin.,single,secondary,no,296,yes,no,unknown,1,-1,0,unknown,no
28,blue-collar,married,primary,no,420,no,yes,telephone,3,-1,0,unknown,no
40,admin.,married,secondary,no,2574,yes,no,cellular,1,176,1,failure,yes
57,housemaid,married,secondary,no,5631,no,no,telephone,1,90,5,other,no
27,self-employed,single,tertiary,no,1000,no,no,cellular,1,-1,0,unknown,no
60,services,single,primary,no,313,yes,no,unknown,2,-1,0,unknown,yes
41,blue-collar,married,secondary,no,1100,yes,no,cellular,1,173,2,failure,no
27,admin.,single,tertiary,no,4738,no,no,cellular,1,-1,0,unknown,no
22,student,single,unknown,no,2281,no,no,cellular,1,-1,0,unknown,no
28,admin.,married,secondary,no,252,yes,no,unknown,1,-1,0,unknown,no
28,unemployed,single,secondary,no,434,yes,no,cellular,1,-1,0,unknown,no
55,admin.,married,secondary,no,1662,no,no,cellular,2,-1,0,unknown,yes
48,self-employed,married,tertiary,no,0,no,no,cellular,3,-1,0,unknown,yes
64,management,married,tertiary,no,3951,no,no,cellular,1,-1,0,unknown,yes
26,admin.,single,secondary,no,321,yes,no,cellular,7,-1,0,unknown,no
34,management,married,tertiary,no,73,no,no,cellular,2,-1,0,unknown,yes
33,management,married,tertiary,no,273,yes,no,unknown,1,-1,0,unknown,yes
29,management,single,tertiary,no,92,no,no,cellular,1,92,5,success,no
34,student,single,tertiary,no,3404,yes,no,cellular,1,139,5,failure,no
27,services,married,secondary,no,199,no,no,cellular,2,195,6,failure,no
37,blue-collar,married,secondary,no,1330,no,no,cellular,1,-1,0,unknown,yes
26,student,single,tertiary,no,1134,no,no,cellular,4,-1,0,unknown,yes
34,services,married,secondary,no,703,no,no,cellular,2,150,2,failure,no
45,admin.,married,secondary,no,204,yes,no,cellular,2,-1,0,unknown,yes
54,management,divorced,tertiary,no,496,no,no,cellular,1,140,3,success,no
25,admin.,single,tertiary,no,1185,no,no,cellular,1,114,1,failure,yes
26,admin.,single,secondary,no,609,no,no,telephone,1,-1,0,unknown,no
40,technician,married,tertiary,no,1293,no,no,cellular,3,105,2,success,yes
29,blue-collar,married,secondary,no,2870,yes,no,cellular,1,-1,0,unknown,yes
48,housemaid,single,primary,no,46,no,no,cellular,2,180,1,failure,yes
25,blue-collar,single,secondary,no,-375,yes,no,cellular,2,-1,0,unknown,no
21,student,single,secondary,no,398,yes,no,cellular,3,-1,0,unknown,no
33,management,single,tertiary,no,417,yes,no,cellular,2,87,1,failure,no
28,student,single,tertiary,no,290,yes,no,telephone,1,-1,0,unknown,no
35,services,married,secondary,no,142,yes,no,cellular,2,196,4,failure,no
29,management,married,tertiary,no,30,no,no,cellular,1,105,1,failure,no
54,services,divorced,secondary,no,0,no,no,cellular,1,290,3,success,yes
31,admin.,married,secondary,no,8295,yes,no,cellular,1,149,1,failure,no
22,management,single,tertiary,no,104,no,yes,cellular,1,185,3,success,yes
59,management,married,tertiary,no,4152,yes,no,cellular,6,141,13,failure,no
31,admin.,single,tertiary,no,4041,no,no,cellular,2,-1,0,unknown,yes
53,technician,married,secondary,no,3398,no,yes,telephone,6,113,13,other,no
36,unemployed,single,tertiary,no,1291,no,no,cellular,1,-1,0,unknown,yes
35,blue-collar,divorced,primary,no,1792,yes,no,cellular,6,-1,0,unknown,yes
30,management,married,tertiary,no,1567,yes,no,cellular,4,-1,0,unknown,yes
60,retired,divorced,secondary,no,4243,no,no,cellular,2,-1,0,unknown,yes
49,technician,married,secondary,no,308,no,no,cellular,2,91,5,failure,no
27,self-employed,single,tertiary,no,108,no,yes,cellular,2,-1,0,unknown,no
26,technician,single,secondary,no,941,no,yes,cellular,1,-1,0,unknown,yes
32,management,single,tertiary,no,2360,no,no,cellular,4,90,7,success,no
26,student,single,tertiary,no,294,no,no,cellular,1,91,2,success,yes
51,technician,married,secondary,no,12061,yes,no,cellular,1,188,1,failure,no
28,blue-collar,married,secondary,no,-717,yes,no,unknown,3,-1,0,unknown,no
48,admin.,divorced,secondary,no,4099,no,no,cellular,2,-1,0,unknown,yes
52,technician,married,tertiary,no,876,no,no,cellular,3,-1,0,unknown,yes
24,blue-collar,married,secondary,no,-389,yes,yes,unknown,1,-1,0,unknown,yes
27,entrepreneur,single,tertiary,no,6,no,no,cellular,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,1414,yes,no,unknown,3,186,2,failure,no
33,unemployed,married,secondary,no,-144,no,no,cellular,3,-1,0,unknown,yes
26,technician,single,secondary,no,152,no,yes,cellular,1,-1,0,unknown,no
29,management,single,tertiary,no,637,yes,no,cellular,1,119,1,failure,yes
34,admin.,married,tertiary,no,1636,yes,yes,cellular,1,521,2,failure,no
37,technician,married,secondary,no,0,yes,no,cellular,3,-1,0,unknown,yes
35,blue-collar,divorced,primary,no,300,yes,no,unknown,2,-1,0,unknown,yes
29,admin.,single,secondary,no,464,no,no,cellular,2,91,3,success,yes
25,student,single,unknown,no,92,no,no,cellular,1,-1,0,unknown,no
25,admin.,single,secondary,no,230,no,no,telephone,14,-1,0,unknown,no
46,blue-collar,married,primary,no,804,yes,no,cellular,2,361,1,success,yes
22,student,single,primary,no,110,yes,no,cellular,2,-1,0,unknown,no
44,admin.,married,secondary,no,205,no,no,cellular,1,-1,0,unknown,yes
46,entrepreneur,married,tertiary,no,1920,no,no,cellular,6,-1,0,unknown,yes
63,retired,married,secondary,no,2747,no,no,cellular,1,80,1,failure,no
32,management,divorced,tertiary,no,883,yes,no,cellular,1,185,5,other,yes
53,entrepreneur,married,unknown,no,19850,no,no,unknown,1,-1,0,unknown,no
63,retired,married,secondary,no,1495,no,no,cellular,1,195,4,other,yes
34,unemployed,married,secondary,no,978,no,no,cellular,2,71,1,success,yes
31,blue-collar,married,secondary,no,152,yes,yes,cellular,1,-1,0,unknown,yes
27,blue-collar,single,primary,no,268,no,no,unknown,1,-1,0,unknown,no
49,services,divorced,secondary,no,947,no,no,unknown,2,-1,0,unknown,yes
57,admin.,married,secondary,no,4391,no,no,telephone,1,-1,0,unknown,yes
45,blue-collar,married,secondary,no,61,yes,no,unknown,4,-1,0,unknown,yes
30,technician,divorced,secondary,no,3100,yes,no,cellular,1,183,4,failure,no
27,admin.,single,secondary,no,145,no,yes,cellular,3,-1,0,unknown,no
47,services,married,secondary,no,367,yes,no,cellular,4,-1,0,unknown,yes
44,admin.,single,secondary,no,1534,no,no,cellular,1,99,2,other,yes
28,student,single,secondary,no,154,yes,no,unknown,9,-1,0,unknown,no
26,technician,single,secondary,no,855,yes,no,unknown,2,-1,0,unknown,no
42,unemployed,married,secondary,no,8131,yes,no,cellular,4,175,1,failure,no
39,housemaid,married,primary,no,694,yes,yes,cellular,1,168,2,other,no
63,management,married,tertiary,no,5112,no,no,telephone,2,95,3,failure,yes
28,technician,single,secondary,no,2335,no,no,cellular,1,-1,0,unknown,yes
24,technician,single,secondary,no,288,yes,no,unknown,1,-1,0,unknown,no
60,admin.,divorced,secondary,no,4519,no,no,cellular,1,91,1,failure,no
42,technician,married,secondary,no,1066,no,no,cellular,1,104,3,success,no
43,blue-collar,married,primary,no,3917,no,no,cellular,1,-1,0,unknown,yes
45,admin.,married,secondary,no,205,no,no,cellular,1,92,3,success,yes
62,unknown,married,secondary,no,367,no,no,telephone,1,189,5,failure,no
33,technician,single,tertiary,no,154,no,no,cellular,2,78,2,failure,no
38,blue-collar,married,secondary,no,4321,no,no,cellular,1,85,6,failure,no
42,technician,single,secondary,no,-15,no,no,cellular,1,145,1,failure,no
50,housemaid,married,secondary,no,388,no,no,cellular,2,99,4,failure,yes
33,blue-collar,single,secondary,no,123,yes,no,cellular,3,212,4,failure,no
28,management,married,tertiary,no,9664,yes,no,cellular,2,-1,0,unknown,no
79,retired,divorced,primary,no,20,no,no,cellular,2,182,1,other,no
50,entrepreneur,married,primary,no,461,yes,no,unknown,32,-1,0,unknown,yes
34,management,single,tertiary,no,-444,yes,yes,cellular,2,148,4,other,no
32,management,single,tertiary,no,0,yes,no,cellular,3,-1,0,unknown,yes
38,blue-collar,married,secondary,no,2467,no,no,cellular,1,-1,0,unknown,yes
38,admin.,divorced,secondary,no,1533,yes,no,cellular,1,172,4,success,no
36,technician,divorced,secondary,no,2823,yes,no,cellular,1,371,6,failure,yes
26,management,single,tertiary,no,1284,yes,no,unknown,8,-1,0,unknown,no
54,technician,single,tertiary,no,467,yes,no,cellular,3,-1,0,unknown,yes
38,technician,married,secondary,no,557,yes,no,cellular,4,-1,0,unknown,yes
