年齢,職業,婚姻状況,学歴,債務不履行,残高,住宅ローン,個人ローン,連絡手段,日,月,通話時間,キャンペーン,直前接触日,過去接触回数,前回接触結果,申込有無
41,management,married,tertiary,False,832,True,True,cellular,21,nov,164,1,176,1,failure,False
56,retired,married,tertiary,False,478,False,False,cellular,5,feb,97,1,-1,0,,False
60,management,single,tertiary,False,0,False,True,cellular,23,jul,151,1,-1,0,,False
41,self-employed,single,tertiary,False,3950,True,False,,30,may,96,2,-1,0,,False
37,management,single,,False,504,True,False,cellular,16,apr,555,1,-1,0,,False
36,blue-collar,single,secondary,False,219,True,True,cellular,11,may,270,2,347,1,failure,False
57,management,married,tertiary,False,1602,False,False,cellular,29,jul,339,3,-1,0,,False
55,management,married,primary,False,2587,False,False,cellular,4,sep,328,2,94,2,success,True
44,admin.,married,secondary,False,0,True,True,,16,may,159,1,-1,0,,False
47,self-employed,married,tertiary,False,2303,True,False,cellular,6,may,323,2,364,1,failure,False
31,blue-collar,married,secondary,False,1660,True,False,cellular,20,apr,342,1,-1,0,,False
35,management,married,tertiary,True,32,True,False,cellular,21,nov,180,1,-1,0,,False
39,management,married,tertiary,False,278,False,True,cellular,28,jul,60,3,-1,0,,False
50,management,married,tertiary,False,4,False,False,cellular,17,nov,223,1,96,2,failure,False
29,management,married,tertiary,False,318,True,False,cellular,18,may,1434,2,356,4,failure,False
30,services,single,secondary,False,209,True,False,,6,may,30,2,-1,0,,False
46,services,married,secondary,False,271,True,False,,16,may,134,4,-1,0,,False
27,management,single,,False,3196,False,False,cellular,9,feb,10,2,-1,0,,False
48,admin.,divorced,secondary,False,4099,False,False,cellular,2,apr,397,2,-1,0,,True
26,student,single,secondary,False,2572,True,False,cellular,5,may,620,1,-1,0,,False
36,management,single,tertiary,False,339,False,False,cellular,21,nov,6,6,-1,0,,False
42,blue-collar,married,primary,False,0,True,True,cellular,7,may,209,2,-1,0,,False
50,housemaid,married,primary,False,395,True,False,,15,may,419,2,-1,0,,False
49,blue-collar,married,secondary,False,2039,True,False,cellular,18,nov,283,2,-1,0,,False
45,management,married,tertiary,False,5450,False,False,cellular,8,aug,188,2,-1,0,,False
23,student,single,secondary,False,780,False,False,cellular,16,sep,267,1,-1,0,,False
38,technician,single,secondary,False,0,True,False,cellular,7,apr,196,2,-1,0,,False
32,management,single,tertiary,False,8436,True,False,cellular,17,apr,245,1,149,2,failure,False
60,technician,single,primary,False,11262,False,False,cellular,26,aug,323,1,-1,0,,True
30,entrepreneur,married,secondary,False,946,True,False,cellular,19,nov,1065,1,183,1,other,False
58,housemaid,married,tertiary,False,497,False,False,,11,jun,138,5,-1,0,,False
60,retired,married,primary,False,55,False,False,cellular,4,jun,207,1,-1,0,,False
38,services,married,secondary,False,-140,False,False,,25,jun,456,3,-1,0,,False
51,technician,married,secondary,False,-379,True,False,cellular,5,aug,261,1,-1,0,,False
42,admin.,married,secondary,False,-396,True,False,cellular,11,may,80,1,308,4,failure,False
30,services,single,secondary,False,0,True,False,cellular,18,may,131,6,363,9,failure,False
40,management,married,primary,False,733,True,False,,6,jun,94,7,-1,0,,False
37,management,married,tertiary,False,393,True,False,cellular,14,may,567,3,275,4,failure,True
53,technician,divorced,primary,False,7290,True,False,,30,may,153,1,-1,0,,False
27,services,single,secondary,False,468,True,False,cellular,13,may,109,1,-1,0,,False
39,blue-collar,married,secondary,False,0,True,False,cellular,30,apr,53,1,325,1,failure,False
39,blue-collar,married,primary,False,3705,True,False,,16,jun,77,1,-1,0,,False
59,retired,married,tertiary,False,9676,False,False,telephone,27,mar,234,2,-1,0,,True
37,services,married,secondary,False,1328,True,False,telephone,13,may,121,2,341,4,failure,False
41,blue-collar,married,primary,False,8,True,False,cellular,15,jul,155,2,-1,0,,False
45,blue-collar,married,primary,False,61,False,False,cellular,17,apr,108,1,-1,0,,False
48,management,married,tertiary,False,6613,False,False,,17,jun,159,3,-1,0,,False
48,technician,married,secondary,False,302,True,False,,26,may,208,3,-1,0,,False
32,blue-collar,married,secondary,False,1005,False,False,cellular,12,may,215,1,-1,0,,False
35,services,married,secondary,False,109,True,False,,6,may,597,3,-1,0,,False
33,management,single,tertiary,False,1240,True,False,cellular,4,feb,505,2,260,1,other,False
28,blue-collar,single,primary,False,0,True,True,,3,jun,380,4,-1,0,,False
64,retired,married,,False,2923,False,False,cellular,12,mar,120,1,-1,0,,False
35,technician,married,secondary,False,0,False,False,cellular,27,aug,106,4,-1,0,,False
33,blue-collar,married,secondary,False,43,True,False,cellular,14,may,332,2,358,2,failure,False
41,technician,married,secondary,False,288,True,False,,15,may,221,4,-1,0,,False
34,admin.,married,secondary,False,613,True,False,cellular,4,jun,80,1,-1,0,,False
37,technician,single,tertiary,False,6101,False,False,cellular,4,may,60,5,87,1,success,False
38,blue-collar,married,primary,False,168,True,True,telephone,13,may,212,3,-1,0,,False
39,blue-collar,married,primary,False,7685,True,False,cellular,14,apr,493,3,-1,0,,False
35,technician,divorced,tertiary,False,4515,True,False,cellular,19,nov,98,2,-1,0,,False
28,blue-collar,single,secondary,False,517,False,True,cellular,8,jul,681,1,-1,0,,True
27,blue-collar,single,secondary,False,148,False,False,cellular,22,jul,203,1,-1,0,,False
48,retired,married,primary,True,-285,False,True,cellular,19,nov,157,1,-1,0,,False
50,blue-collar,married,secondary,False,887,False,False,,16,jun,287,1,-1,0,,False
45,self-employed,married,secondary,False,3098,True,False,cellular,7,aug,159,2,-1,0,,False
41,technician,married,tertiary,False,744,True,False,,14,may,125,1,-1,0,,False
39,technician,married,secondary,False,130,False,False,cellular,8,jul,202,2,-1,0,,False
44,management,married,secondary,False,438,True,False,telephone,8,may,37,3,303,1,failure,False
54,admin.,married,secondary,False,0,False,False,cellular,28,jan,161,1,98,2,failure,True
49,management,married,tertiary,False,322,False,False,cellular,6,aug,72,4,-1,0,,False
34,blue-collar,single,secondary,False,186,False,False,cellular,2,feb,342,1,-1,0,,False
75,retired,divorced,tertiary,False,3810,True,False,cellular,16,nov,262,1,183,1,failure,True
42,management,married,tertiary,False,0,False,False,cellular,13,aug,325,2,-1,0,,False
53,blue-collar,married,secondary,False,4380,False,False,telephone,19,aug,223,7,-1,0,,False
49,management,divorced,tertiary,False,755,False,False,cellular,31,jul,1212,4,-1,0,,True
31,services,single,secondary,False,2070,False,False,cellular,29,aug,319,2,-1,0,,False
45,blue-collar,single,primary,False,999,False,False,cellular,29,jan,182,2,-1,0,,False
39,self-employed,married,secondary,False,167,True,True,cellular,17,jul,330,1,-1,0,,False
46,technician,married,secondary,False,1322,True,True,cellular,19,nov,514,1,-1,0,,False
42,admin.,divorced,secondary,False,1076,True,False,,14,may,213,1,-1,0,,False
37,management,married,tertiary,False,502,True,False,cellular,7,may,551,1,351,1,failure,False
26,technician,single,tertiary,False,1216,True,False,cellular,16,apr,472,2,-1,0,,False
37,management,single,tertiary,False,876,True,False,cellular,15,apr,140,4,327,2,failure,False
36,services,single,secondary,False,342,True,False,,7,may,142,1,-1,0,,False
29,blue-collar,single,primary,False,950,True,False,,4,jun,135,3,-1,0,,False
36,blue-collar,married,primary,False,973,True,True,,23,may,293,1,-1,0,,False
26,technician,married,tertiary,False,3825,True,False,,13,may,107,1,-1,0,,False
32,blue-collar,married,secondary,False,2366,True,False,,20,may,127,2,-1,0,,False
40,management,married,tertiary,False,542,True,False,cellular,20,nov,1816,1,-1,0,,False
53,management,married,primary,False,995,False,False,cellular,4,feb,200,3,-1,0,,False
29,management,married,tertiary,False,20,True,False,cellular,12,may,418,1,-1,0,,False
34,technician,single,tertiary,False,228,True,False,cellular,22,jul,387,4,-1,0,,False
43,blue-collar,married,secondary,False,130,False,False,cellular,5,may,156,1,337,3,failure,False
56,management,married,tertiary,False,217,False,True,cellular,21,jul,121,2,-1,0,,False
55,entrepreneur,divorced,tertiary,False,0,False,False,,6,jun,108,2,-1,0,,False
31,self-employed,married,tertiary,False,259,True,False,cellular,7,may,47,1,-1,0,,False
27,admin.,single,secondary,False,619,True,False,cellular,20,apr,16,5,322,4,other,False
36,management,married,secondary,False,644,True,False,cellular,18,nov,54,2,-1,0,,False
44,management,married,tertiary,False,22,True,False,cellular,6,aug,265,2,-1,0,,False
37,admin.,divorced,tertiary,False,4303,True,False,,23,may,168,1,-1,0,,False
30,admin.,single,secondary,False,239,True,False,cellular,7,may,115,3,-1,0,,False
42,technician,single,secondary,False,275,False,False,cellular,26,aug,31,8,-1,0,,False
30,management,married,tertiary,False,1221,True,False,telephone,25,jul,279,4,-1,0,,True
62,retired,married,secondary,False,816,False,False,cellular,1,sep,28,2,-1,0,,False
24,blue-collar,married,secondary,False,1222,True,False,cellular,20,apr,369,1,-1,0,,False
31,technician,married,secondary,False,2363,True,False,,13,may,247,1,-1,0,,False
66,retired,married,tertiary,False,2262,False,False,cellular,22,apr,155,1,-1,0,,False
47,admin.,married,secondary,False,2,False,False,cellular,10,jul,89,1,-1,0,,False
39,entrepreneur,married,tertiary,False,2,True,False,cellular,17,nov,180,1,-1,0,,False
35,technician,married,secondary,False,4508,True,False,cellular,18,nov,854,1,-1,0,,True
35,admin.,divorced,secondary,False,-402,True,False,cellular,17,apr,46,1,-1,0,,False
27,technician,married,secondary,False,1577,True,True,,28,may,266,2,-1,0,,False
32,blue-collar,married,secondary,False,34,True,False,cellular,5,may,321,2,-1,0,,False
44,management,married,tertiary,False,795,False,False,cellular,28,aug,99,24,-1,0,,False
42,blue-collar,married,secondary,False,117,True,False,,9,may,147,1,-1,0,,False
34,self-employed,single,tertiary,False,5462,False,False,cellular,30,apr,430,1,-1,0,,True
25,services,single,secondary,False,402,False,True,cellular,7,jul,264,1,-1,0,,False
40,technician,single,secondary,False,641,False,False,cellular,16,jul,156,6,-1,0,,False
43,management,divorced,tertiary,False,36,False,False,cellular,26,may,118,1,102,2,failure,False
55,unemployed,married,tertiary,False,383,False,False,,6,may,343,3,-1,0,,False
50,blue-collar,married,secondary,False,283,True,False,cellular,7,aug,226,3,-1,0,,False
45,management,divorced,tertiary,False,0,False,False,,1,jun,5,1,-1,0,,False
35,blue-collar,divorced,secondary,False,3102,True,False,cellular,20,nov,138,1,-1,0,,False
32,blue-collar,married,secondary,False,889,True,False,cellular,10,sep,185,1,99,5,success,True
59,housemaid,married,secondary,False,0,False,False,telephone,3,feb,722,1,99,4,failure,False
34,self-employed,married,secondary,False,-370,True,False,,21,may,748,1,-1,0,,False
39,management,married,tertiary,False,-606,True,False,,26,may,142,1,-1,0,,False
40,management,single,secondary,False,10378,True,False,cellular,17,nov,523,3,-1,0,,False
36,blue-collar,single,primary,False,1313,True,False,,20,jun,8,10,-1,0,,False
40,management,married,tertiary,False,8969,True,False,cellular,17,nov,153,1,-1,0,,False
55,self-employed,married,secondary,False,-196,True,False,,20,may,210,2,-1,0,,False
38,entrepreneur,married,secondary,True,15,True,False,cellular,10,jul,121,1,-1,0,,False
61,admin.,married,secondary,False,4608,False,False,cellular,12,mar,212,1,-1,0,,True
41,management,married,tertiary,False,666,True,False,,21,may,253,3,-1,0,,False
57,blue-collar,married,primary,False,452,True,False,,13,may,139,4,-1,0,,False
48,blue-collar,married,secondary,False,149,True,False,,9,may,71,1,-1,0,,False
77,retired,married,tertiary,False,7802,False,False,telephone,4,may,421,1,92,2,success,True
35,services,married,secondary,False,1453,True,False,,28,may,199,1,-1,0,,False
54,blue-collar,married,secondary,False,1480,True,False,,14,may,108,1,-1,0,,False
37,management,single,,False,715,True,False,,20,may,247,2,-1,0,,False
56,management,single,secondary,False,237,True,False,telephone,9,jul,236,4,-1,0,,False
40,technician,married,secondary,False,694,True,False,cellular,4,feb,97,4,196,5,failure,False
40,management,married,tertiary,False,0,False,False,cellular,14,jul,109,8,-1,0,,False
54,management,married,tertiary,False,55,True,False,cellular,2,jun,112,2,-1,0,,False
55,housemaid,married,primary,False,136,True,False,,19,jun,15,10,-1,0,,False
55,services,divorced,secondary,True,-404,True,False,cellular,22,jul,502,3,-1,0,,False
52,blue-collar,married,primary,False,779,True,False,,16,may,30,3,-1,0,,False
55,blue-collar,single,primary,False,1187,True,False,,2,jun,193,2,-1,0,,False
33,management,married,tertiary,False,641,True,False,cellular,13,aug,347,2,-1,0,,False
52,blue-collar,married,,False,826,True,False,,15,may,468,2,-1,0,,False
33,services,divorced,secondary,False,991,True,False,,27,may,148,1,-1,0,,False
53,admin.,married,secondary,False,1796,False,False,telephone,16,mar,295,1,91,2,success,True
46,admin.,married,secondary,False,22,False,False,cellular,26,aug,388,6,-1,0,,True
44,technician,single,secondary,False,244,True,False,cellular,12,aug,1735,4,-1,0,,True
48,management,divorced,tertiary,False,1328,True,False,,6,may,339,1,-1,0,,False
50,housemaid,married,secondary,False,7317,True,False,cellular,13,may,172,1,370,1,failure,False
34,technician,single,secondary,False,4943,True,True,cellular,19,nov,117,2,-1,0,,False
38,technician,single,secondary,False,258,False,True,,20,jun,587,2,-1,0,,False
42,management,single,tertiary,False,515,True,False,cellular,19,nov,501,2,-1,0,,False
32,management,single,tertiary,False,12607,False,False,cellular,14,aug,203,5,84,1,failure,False
58,admin.,married,secondary,False,2,True,True,telephone,25,jul,282,9,-1,0,,False
31,management,married,tertiary,False,13,False,False,cellular,28,aug,110,5,-1,0,,False
19,student,single,primary,False,103,False,False,cellular,10,jul,104,2,-1,0,,True
41,management,married,tertiary,False,3872,False,False,cellular,15,oct,231,1,-1,0,,False
31,unemployed,married,secondary,False,296,True,False,,20,may,378,3,-1,0,,False
52,self-employed,single,primary,False,217,False,True,cellular,15,jul,193,6,-1,0,,False
42,self-employed,divorced,tertiary,False,360,True,False,,24,jun,110,5,-1,0,,False
41,blue-collar,single,secondary,False,428,True,False,cellular,12,may,92,1,-1,0,,False
30,blue-collar,single,secondary,False,315,False,False,cellular,23,jun,1407,1,-1,0,,True
38,blue-collar,married,secondary,False,121,True,True,cellular,6,feb,168,1,212,2,failure,False
32,management,married,tertiary,False,820,True,False,cellular,17,jul,738,3,-1,0,,False
52,technician,married,secondary,False,195,True,False,cellular,18,feb,220,1,63,5,failure,True
48,management,divorced,tertiary,False,108,True,False,,27,may,89,2,-1,0,,False
36,management,married,tertiary,False,-381,True,False,cellular,31,jul,30,29,-1,0,,False
45,unemployed,divorced,primary,False,757,False,False,cellular,20,apr,103,1,325,4,failure,False
34,technician,married,tertiary,False,691,True,True,,2,jun,70,1,-1,0,,False
36,blue-collar,married,primary,False,1925,True,False,cellular,20,apr,904,2,-1,0,,True
34,management,married,tertiary,False,902,True,False,cellular,14,may,159,1,367,2,other,False
61,retired,married,secondary,False,5207,False,False,cellular,11,sep,336,1,81,2,other,False
54,services,married,secondary,False,0,False,False,,19,jun,220,1,-1,0,,False
50,entrepreneur,married,secondary,False,665,False,False,telephone,17,nov,238,1,-1,0,,False
43,admin.,divorced,secondary,False,738,True,False,cellular,21,nov,585,4,191,4,failure,False
47,blue-collar,married,primary,False,233,False,False,cellular,8,aug,293,3,-1,0,,False
45,services,married,secondary,False,-839,True,False,,28,may,68,1,-1,0,,False
57,retired,married,primary,False,5799,False,False,,17,jun,97,1,-1,0,,False
27,admin.,married,secondary,False,1033,True,False,,9,may,1713,1,-1,0,,False
49,unemployed,divorced,secondary,False,66,False,False,cellular,9,jul,218,3,-1,0,,False
43,services,married,primary,False,2567,True,False,cellular,14,may,109,1,360,2,failure,False
40,management,married,tertiary,False,1584,True,False,telephone,21,nov,661,1,-1,0,,False
